epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,2.238456964492798,,,,,
0,99,,1.8896870613098145,,,,,
0,149,,1.575304388999939,,,,,
0,199,,1.6690888404846191,,,,,
0,249,,1.663989543914795,,,,,
0,299,,1.434654712677002,,,,,
0,349,,1.5499639511108398,,,,,
0,399,,1.3787288665771484,,,,,
0,449,,1.3030060529708862,,,,,
0,499,,1.3291056156158447,,,,,
0,549,,1.3649529218673706,,,,,
0,599,,1.360235571861267,,,,,
0,649,,1.284313678741455,,,,,
0,699,,1.2490018606185913,,,,,
0,749,,1.296815276145935,,,,,
0,799,,1.4986363649368286,,,,,
0,849,,1.260011076927185,,,,,
0,899,,1.2934105396270752,,,,,
0,949,,1.3145071268081665,,,,,
0,999,,1.2769278287887573,,,,,
0,1049,,1.2516964673995972,,,,,
0,1099,,1.2111589908599854,,,,,
0,1149,,1.2956912517547607,,,,,
0,1199,,1.3780139684677124,,,,,
0,1249,,1.1268856525421143,,,,,
0,1299,,1.2882879972457886,,,,,
0,1349,,1.3019739389419556,,,,,
0,1399,,1.1770838499069214,,,,,
0,1449,,1.205994725227356,,,,,
0,1499,,1.2581700086593628,,,,,
0,1549,,1.1812129020690918,,,,,
0,1599,,1.2722814083099365,,,,,
0,1649,,1.1537622213363647,,,,,
0,1699,,1.2024939060211182,,,,,
0,1706,,,1.7371071577072144,0.36256372928619385,2.119227170944214,0.2987475097179413,1.7371071577072144
0,1706,1.4050233364105225,,,,,,
1,1749,,1.1661676168441772,,,,,
1,1799,,1.3323239088058472,,,,,
1,1849,,1.1752128601074219,,,,,
1,1899,,1.1762446165084839,,,,,
1,1949,,1.2649058103561401,,,,,
1,1999,,1.1788793802261353,,,,,
1,2049,,1.1432476043701172,,,,,
1,2099,,1.186216950416565,,,,,
1,2149,,1.2824362516403198,,,,,
1,2199,,1.2029954195022583,,,,,
1,2249,,1.389389991760254,,,,,
1,2299,,1.0404255390167236,,,,,
1,2349,,1.178797721862793,,,,,
1,2399,,1.0333784818649292,,,,,
1,2449,,1.1135870218276978,,,,,
1,2499,,1.2332714796066284,,,,,
1,2549,,1.1616085767745972,,,,,
1,2599,,1.255722165107727,,,,,
1,2649,,1.1990629434585571,,,,,
1,2699,,1.119106650352478,,,,,
1,2749,,1.1123450994491577,,,,,
1,2799,,1.0972894430160522,,,,,
1,2849,,1.12386953830719,,,,,
1,2899,,1.0760003328323364,,,,,
1,2949,,1.1899176836013794,,,,,
1,2999,,1.2282816171646118,,,,,
1,3049,,1.1434625387191772,,,,,
1,3099,,1.165115475654602,,,,,
1,3149,,1.1607719659805298,,,,,
1,3199,,1.1021543741226196,,,,,
1,3249,,1.0724468231201172,,,,,
1,3299,,1.082695484161377,,,,,
1,3349,,1.080298900604248,,,,,
1,3399,,1.1367658376693726,,,,,
1,3413,,,1.3169186115264893,0.2247677445411682,1.7231143712997437,0.21984079480171204,1.3169186115264893
1,3413,1.1522526741027832,,,,,,
2,3449,,1.1867446899414062,,,,,
