epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,2.7948570251464844,,,,,
0,99,,2.0097992420196533,,,,,
0,149,,1.5879712104797363,,,,,
0,199,,1.4278956651687622,,,,,
0,249,,1.4601322412490845,,,,,
0,299,,1.5868993997573853,,,,,
0,349,,1.7051111459732056,,,,,
0,399,,1.4965338706970215,,,,,
0,449,,1.4982491731643677,,,,,
0,499,,1.3276071548461914,,,,,
0,549,,1.2386935949325562,,,,,
0,599,,1.3270846605300903,,,,,
0,649,,1.3264206647872925,,,,,
0,699,,1.3679046630859375,,,,,
0,749,,1.4852932691574097,,,,,
0,799,,1.3236722946166992,,,,,
0,849,,1.5079811811447144,,,,,
0,899,,1.318954348564148,,,,,
0,949,,1.2876777648925781,,,,,
0,999,,1.295366644859314,,,,,
0,1049,,1.3066126108169556,,,,,
0,1099,,1.2568258047103882,,,,,
0,1149,,1.104264259338379,,,,,
0,1199,,1.3148950338363647,,,,,
0,1249,,1.3763002157211304,,,,,
0,1299,,1.4150875806808472,,,,,
0,1349,,1.2186027765274048,,,,,
0,1399,,1.1735402345657349,,,,,
0,1449,,1.1773544549942017,,,,,
0,1499,,1.155835747718811,,,,,
0,1549,,1.1517442464828491,,,,,
0,1599,,1.2757030725479126,,,,,
0,1649,,1.0789440870285034,,,,,
0,1699,,1.2381349802017212,,,,,
0,1706,,,1.6463816165924072,0.3291865289211273,2.0449864864349365,0.28061383962631226,1.6463816165924072
0,1706,1.419352650642395,,,,,,
1,1749,,1.2440266609191895,,,,,
1,1799,,1.1641005277633667,,,,,
1,1849,,1.1723108291625977,,,,,
1,1899,,1.1568986177444458,,,,,
1,1949,,1.1920818090438843,,,,,
1,1999,,1.1610333919525146,,,,,
1,2049,,1.2651166915893555,,,,,
1,2099,,1.0957602262496948,,,,,
1,2149,,1.1336084604263306,,,,,
1,2199,,1.191785454750061,,,,,
1,2249,,1.0543826818466187,,,,,
1,2299,,1.05848228931427,,,,,
1,2349,,1.2597752809524536,,,,,
1,2399,,1.2788865566253662,,,,,
1,2449,,1.2184022665023804,,,,,
1,2499,,0.991359531879425,,,,,
1,2549,,1.2095273733139038,,,,,
1,2599,,1.1125177145004272,,,,,
1,2649,,1.0325480699539185,,,,,
1,2699,,1.1521764993667603,,,,,
1,2749,,1.1404167413711548,,,,,
1,2799,,1.128524661064148,,,,,
1,2849,,1.1126582622528076,,,,,
1,2899,,1.137487530708313,,,,,
1,2949,,1.187520146369934,,,,,
1,2999,,1.1281402111053467,,,,,
1,3049,,1.1489275693893433,,,,,
1,3099,,1.203101634979248,,,,,
1,3149,,1.0860545635223389,,,,,
1,3199,,1.0664280652999878,,,,,
