epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,2.2126970291137695,,,,,
0,99,,1.6416000127792358,,,,,
0,149,,1.6181092262268066,,,,,
0,199,,1.4670945405960083,,,,,
0,249,,1.4286376237869263,,,,,
0,299,,1.3516067266464233,,,,,
0,349,,1.442707896232605,,,,,
0,399,,1.3809703588485718,,,,,
0,449,,1.5695257186889648,,,,,
0,499,,1.3288236856460571,,,,,
0,549,,1.3366857767105103,,,,,
0,599,,1.3524295091629028,,,,,
0,649,,1.2880773544311523,,,,,
0,699,,1.3903955221176147,,,,,
0,749,,1.287240982055664,,,,,
0,799,,1.2926422357559204,,,,,
0,849,,1.325451374053955,,,,,
0,899,,1.1701353788375854,,,,,
0,949,,1.235392451286316,,,,,
0,999,,1.283093810081482,,,,,
0,1049,,1.1794394254684448,,,,,
0,1099,,1.2804862260818481,,,,,
0,1149,,1.1817501783370972,,,,,
0,1199,,1.2798713445663452,,,,,
0,1249,,1.220864176750183,,,,,
0,1299,,1.23654305934906,,,,,
0,1349,,1.237676739692688,,,,,
0,1399,,1.1507805585861206,,,,,
0,1449,,1.1681243181228638,,,,,
0,1499,,1.2826827764511108,,,,,
0,1549,,1.2462114095687866,,,,,
0,1599,,1.2199701070785522,,,,,
0,1649,,1.2290544509887695,,,,,
0,1699,,1.1606431007385254,,,,,
0,1706,,,1.5875577926635742,0.34947624802589417,1.9737951755523682,0.2743678689002991,1.5875577926635742
0,1706,1.3840841054916382,,,,,,
1,1749,,1.165601134300232,,,,,
1,1799,,1.295347809791565,,,,,
1,1849,,1.165878415107727,,,,,
1,1899,,1.2019002437591553,,,,,
1,1949,,1.2712355852127075,,,,,
1,1999,,1.2298210859298706,,,,,
1,2049,,1.2517167329788208,,,,,
1,2099,,1.2359510660171509,,,,,
1,2149,,1.2161307334899902,,,,,
1,2199,,1.0455543994903564,,,,,
1,2249,,1.0916078090667725,,,,,
1,2299,,1.2072343826293945,,,,,
1,2349,,1.132974624633789,,,,,
1,2399,,1.0705170631408691,,,,,
1,2449,,1.188549518585205,,,,,
1,2499,,1.1097869873046875,,,,,
1,2549,,1.209572434425354,,,,,
1,2599,,1.1399593353271484,,,,,
1,2649,,1.174582600593567,,,,,
1,2699,,1.058707356452942,,,,,
1,2749,,1.2010536193847656,,,,,
1,2799,,1.1443790197372437,,,,,
1,2849,,1.1504030227661133,,,,,
1,2899,,1.1179412603378296,,,,,
1,2949,,1.126329779624939,,,,,
1,2999,,1.0036799907684326,,,,,
1,3049,,1.1400134563446045,,,,,
1,3099,,1.076565146446228,,,,,
1,3149,,1.0668874979019165,,,,,
1,3199,,1.1264541149139404,,,,,
1,3249,,1.1508010625839233,,,,,
1,3299,,1.1089130640029907,,,,,
1,3349,,1.0995068550109863,,,,,
1,3399,,1.053305983543396,,,,,
1,3413,,,1.6005613803863525,0.25085315108299255,2.049074411392212,0.25989609956741333,1.6005613803863525
1,3413,1.1431739330291748,,,,,,
2,3449,,1.1217979192733765,,,,,
2,3499,,1.1195403337478638,,,,,
2,3549,,1.1622368097305298,,,,,
2,3599,,1.1754567623138428,,,,,
2,3649,,1.0914183855056763,,,,,
2,3699,,1.0330649614334106,,,,,
2,3749,,1.081917405128479,,,,,
2,3799,,1.0601770877838135,,,,,
2,3849,,1.0574334859848022,,,,,
2,3899,,1.1435071229934692,,,,,
2,3949,,1.0152403116226196,,,,,
2,3999,,0.9997628331184387,,,,,
2,4049,,1.0395132303237915,,,,,
2,4099,,1.1749355792999268,,,,,
2,4149,,1.0951491594314575,,,,,
2,4199,,1.1306782960891724,,,,,
2,4249,,1.095489263534546,,,,,
2,4299,,1.0641320943832397,,,,,
2,4349,,1.1128098964691162,,,,,
2,4399,,1.1429933309555054,,,,,
2,4449,,1.0743902921676636,,,,,
2,4499,,1.0136903524398804,,,,,
2,4549,,1.0353361368179321,,,,,
2,4599,,1.1139169931411743,,,,,
2,4649,,1.1350843906402588,,,,,
2,4699,,1.0075401067733765,,,,,
2,4749,,1.032788872718811,,,,,
2,4799,,0.9949080348014832,,,,,
2,4849,,1.0259437561035156,,,,,
2,4899,,1.0432264804840088,,,,,
2,4949,,1.015291690826416,,,,,
2,4999,,1.048799991607666,,,,,
2,5049,,1.081127643585205,,,,,
2,5099,,1.0012978315353394,,,,,
2,5120,,,1.3857284784317017,0.28436389565467834,1.7230136394500732,0.24179011583328247,1.3857284784317017
2,5120,1.076795220375061,,,,,,
3,5149,,1.057846188545227,,,,,
3,5199,,1.0938791036605835,,,,,
3,5249,,1.1174263954162598,,,,,
3,5299,,1.1204440593719482,,,,,
3,5349,,0.9575915336608887,,,,,
3,5399,,0.909323513507843,,,,,
3,5449,,0.9541556239128113,,,,,
3,5499,,0.9879351258277893,,,,,
3,5549,,1.0004600286483765,,,,,
3,5599,,1.014968752861023,,,,,
3,5649,,1.037864327430725,,,,,
3,5699,,1.0386658906936646,,,,,
3,5749,,1.0479298830032349,,,,,
3,5799,,1.0526236295700073,,,,,
3,5849,,1.0720188617706299,,,,,
3,5899,,1.0009287595748901,,,,,
3,5949,,1.0581423044204712,,,,,
3,5999,,1.0314079523086548,,,,,
3,6049,,1.0502285957336426,,,,,
3,6099,,1.1175549030303955,,,,,
3,6149,,1.0532809495925903,,,,,
3,6199,,0.9366926550865173,,,,,
3,6249,,0.986521303653717,,,,,
3,6299,,1.0805236101150513,,,,,
3,6349,,1.0245003700256348,,,,,
3,6399,,1.007200837135315,,,,,
3,6449,,1.0174596309661865,,,,,
3,6499,,1.0730350017547607,,,,,
3,6549,,1.1076208353042603,,,,,
3,6599,,0.9959929585456848,,,,,
3,6649,,0.9880357384681702,,,,,
3,6699,,1.176439642906189,,,,,
3,6749,,0.9359024167060852,,,,,
3,6799,,0.9721176028251648,,,,,
3,6827,,,1.3855693340301514,0.23584993183612823,1.8060907125473022,0.23166310787200928,1.3855693340301514
3,6827,1.0298304557800293,,,,,,
4,6849,,1.0961014032363892,,,,,
4,6899,,1.0316294431686401,,,,,
4,6949,,1.0426669120788574,,,,,
4,6999,,1.0605276823043823,,,,,
4,7049,,0.9518867135047913,,,,,
4,7099,,0.9908022880554199,,,,,
4,7149,,1.0631327629089355,,,,,
4,7199,,1.0100692510604858,,,,,
4,7249,,0.9592571258544922,,,,,
4,7299,,0.990220844745636,,,,,
4,7349,,1.056086540222168,,,,,
4,7399,,0.8880841135978699,,,,,
4,7449,,0.9693012237548828,,,,,
4,7499,,0.9648663997650146,,,,,
4,7549,,0.9592068791389465,,,,,
4,7599,,0.9734334945678711,,,,,
4,7649,,1.0379488468170166,,,,,
4,7699,,0.9519391059875488,,,,,
4,7749,,1.016675353050232,,,,,
4,7799,,1.0035184621810913,,,,,
4,7849,,0.9454967379570007,,,,,
4,7899,,1.0138441324234009,,,,,
4,7949,,1.013082504272461,,,,,
4,7999,,0.9587600827217102,,,,,
4,8049,,0.9875206351280212,,,,,
4,8099,,0.973002016544342,,,,,
4,8149,,0.9875057339668274,,,,,
4,8199,,0.9710292816162109,,,,,
4,8249,,1.0023064613342285,,,,,
4,8299,,1.0814353227615356,,,,,
4,8349,,0.9635045528411865,,,,,
4,8399,,0.9490108489990234,,,,,
4,8449,,0.8846423029899597,,,,,
4,8499,,0.9549574851989746,,,,,
4,8534,,,1.3964885473251343,0.25466588139533997,1.7715977430343628,0.23425047099590302,1.3964885473251343
4,8534,0.9915063381195068,,,,,,
