epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_MASE,val_RMSE,val_SMAPE,val_loss
0,49,,1.8917255401611328,,,,,,
0,99,,1.9903086423873901,,,,,,
0,149,,1.7598344087600708,,,,,,
0,199,,1.881669521331787,,,,,,
0,249,,1.881582260131836,,,,,,
0,299,,1.8245010375976562,,,,,,
0,349,,1.8058347702026367,,,,,,
0,399,,1.9238046407699585,,,,,,
0,449,,1.9163154363632202,,,,,,
0,499,,1.8989657163619995,,,,,,
0,549,,1.803816795349121,,,,,,
0,599,,1.9264850616455078,,,,,,
0,649,,1.8945273160934448,,,,,,
0,699,,1.801788330078125,,,,,,
0,749,,1.9800127744674683,,,,,,
0,799,,1.904676079750061,,,,,,
0,849,,1.8537973165512085,,,,,,
0,899,,1.9836031198501587,,,,,,
0,949,,1.9068926572799683,,,,,,
0,999,,1.8422256708145142,,,,,,
0,1049,,1.9631541967391968,,,,,,
0,1099,,1.898999571800232,,,,,,
0,1149,,2.0316684246063232,,,,,,
0,1199,,1.9477815628051758,,,,,,
0,1249,,1.9595216512680054,,,,,,
0,1299,,1.9464462995529175,,,,,,
0,1349,,1.8341211080551147,,,,,,
0,1399,,1.8169788122177124,,,,,,
0,1449,,1.9658552408218384,,,,,,
0,1499,,1.8340975046157837,,,,,,
0,1549,,1.720525860786438,,,,,,
0,1599,,1.754224181175232,,,,,,
0,1649,,1.9089537858963013,,,,,,
0,1699,,1.962835669517517,,,,,,
0,1706,,,2.3031740188598633,0.585081934928894,5.164492130279541,3.0197415351867676,0.3620804250240326,2.3031740188598633
0,1706,1.906464695930481,,,,,,,
1,1749,,2.0338704586029053,,,,,,
1,1799,,1.8138707876205444,,,,,,
1,1849,,1.8215283155441284,,,,,,
1,1899,,1.6928256750106812,,,,,,
1,1949,,1.8534470796585083,,,,,,
1,1999,,1.865296721458435,,,,,,
1,2049,,1.757105827331543,,,,,,
1,2099,,1.8296560049057007,,,,,,
1,2149,,1.6908122301101685,,,,,,
1,2199,,1.8406457901000977,,,,,,
1,2249,,1.8848167657852173,,,,,,
1,2299,,1.7822457551956177,,,,,,
1,2349,,1.8636088371276855,,,,,,
1,2399,,1.835384726524353,,,,,,
1,2449,,1.9613882303237915,,,,,,
1,2499,,1.692929744720459,,,,,,
1,2549,,1.8861913681030273,,,,,,
1,2599,,1.8407880067825317,,,,,,
1,2649,,1.7240866422653198,,,,,,
1,2699,,1.9614676237106323,,,,,,
1,2749,,1.9983972311019897,,,,,,
1,2799,,1.935908317565918,,,,,,
1,2849,,1.990643858909607,,,,,,
1,2899,,1.8508120775222778,,,,,,
1,2949,,1.929861068725586,,,,,,
1,2999,,1.8587055206298828,,,,,,
1,3049,,1.8227252960205078,,,,,,
1,3099,,1.8464542627334595,,,,,,
1,3149,,1.8335074186325073,,,,,,
1,3199,,1.8735218048095703,,,,,,
1,3249,,1.8680285215377808,,,,,,
1,3299,,1.8044675588607788,,,,,,
1,3349,,1.8627773523330688,,,,,,
1,3399,,1.781982421875,,,,,,
1,3413,,,2.3386106491088867,0.6329062581062317,5.170368671417236,3.1902732849121094,0.3571712374687195,2.3386106491088867
1,3413,1.8543437719345093,,,,,,,
2,3449,,1.7713303565979004,,,,,,
2,3499,,1.7750195264816284,,,,,,
2,3549,,1.920051097869873,,,,,,
2,3599,,1.9093374013900757,,,,,,
2,3649,,1.960629940032959,,,,,,
2,3699,,1.9115208387374878,,,,,,
2,3749,,1.8015365600585938,,,,,,
2,3799,,1.8766366243362427,,,,,,
2,3849,,1.76324462890625,,,,,,
2,3899,,1.7396866083145142,,,,,,
2,3949,,1.8117033243179321,,,,,,
2,3999,,1.6951998472213745,,,,,,
2,4049,,1.942230224609375,,,,,,
2,4099,,1.835564136505127,,,,,,
2,4149,,2.04404878616333,,,,,,
2,4199,,1.7548483610153198,,,,,,
2,4249,,1.7518901824951172,,,,,,
2,4299,,1.9085594415664673,,,,,,
2,4349,,1.7518113851547241,,,,,,
2,4399,,1.8351340293884277,,,,,,
2,4449,,1.7997568845748901,,,,,,
2,4499,,1.7851632833480835,,,,,,
2,4549,,1.825848937034607,,,,,,
2,4599,,1.6632308959960938,,,,,,
2,4649,,2.0341298580169678,,,,,,
2,4699,,1.917931079864502,,,,,,
2,4749,,1.7473129034042358,,,,,,
2,4799,,1.8163223266601562,,,,,,
2,4849,,1.749520182609558,,,,,,
2,4899,,1.7652806043624878,,,,,,
2,4949,,1.6825356483459473,,,,,,
2,4999,,1.7879737615585327,,,,,,
2,5049,,1.8660639524459839,,,,,,
2,5099,,1.8529253005981445,,,,,,
2,5120,,,2.263580560684204,0.5971783399581909,5.033868789672852,3.0575497150421143,0.3521178364753723,2.263580560684204
2,5120,1.8537983894348145,,,,,,,
3,5149,,1.838332176208496,,,,,,
3,5199,,1.7859410047531128,,,,,,
3,5249,,1.8143701553344727,,,,,,
3,5299,,1.9590615034103394,,,,,,
3,5349,,1.7850385904312134,,,,,,
3,5399,,1.8443560600280762,,,,,,
3,5449,,1.868332862854004,,,,,,
3,5499,,1.8737093210220337,,,,,,
3,5549,,1.9433079957962036,,,,,,
3,5599,,1.839124321937561,,,,,,
3,5649,,1.7365919351577759,,,,,,
3,5699,,1.7222938537597656,,,,,,
3,5749,,1.8145486116409302,,,,,,
3,5799,,2.0397121906280518,,,,,,
3,5849,,1.7644762992858887,,,,,,
3,5899,,1.690935730934143,,,,,,
3,5949,,1.7961755990982056,,,,,,
3,5999,,1.8027530908584595,,,,,,
3,6049,,1.692533016204834,,,,,,
3,6099,,1.892279028892517,,,,,,
3,6149,,1.8855032920837402,,,,,,
3,6199,,1.9147815704345703,,,,,,
3,6249,,1.849327564239502,,,,,,
3,6299,,1.6196941137313843,,,,,,
3,6349,,1.717755675315857,,,,,,
3,6399,,1.9772186279296875,,,,,,
3,6449,,1.8826411962509155,,,,,,
3,6499,,1.642447829246521,,,,,,
3,6549,,1.8037821054458618,,,,,,
3,6599,,1.7880373001098633,,,,,,
3,6649,,1.8320389986038208,,,,,,
3,6699,,1.851370930671692,,,,,,
3,6749,,1.9918804168701172,,,,,,
3,6799,,1.7913445234298706,,,,,,
3,6827,,,2.3073031902313232,0.5914801955223083,5.155002117156982,3.0580410957336426,0.3593216836452484,2.3073031902313232
3,6827,1.8531843423843384,,,,,,,
4,6849,,1.778311848640442,,,,,,
4,6899,,1.8163217306137085,,,,,,
4,6949,,1.8621293306350708,,,,,,
4,6999,,1.8583258390426636,,,,,,
4,7049,,1.8431140184402466,,,,,,
4,7099,,1.782153606414795,,,,,,
4,7149,,1.9834362268447876,,,,,,
4,7199,,1.959863305091858,,,,,,
4,7249,,1.817101001739502,,,,,,
4,7299,,1.8388347625732422,,,,,,
4,7349,,1.9298920631408691,,,,,,
4,7399,,2.075413942337036,,,,,,
4,7449,,1.8861966133117676,,,,,,
4,7499,,1.9102725982666016,,,,,,
4,7549,,1.769478678703308,,,,,,
4,7599,,1.9036532640457153,,,,,,
4,7649,,1.8935867547988892,,,,,,
4,7699,,1.7460857629776,,,,,,
4,7749,,1.9249566793441772,,,,,,
4,7799,,1.7390903234481812,,,,,,
4,7849,,1.998858094215393,,,,,,
4,7899,,1.8939690589904785,,,,,,
4,7949,,1.7422094345092773,,,,,,
4,7999,,1.6594511270523071,,,,,,
4,8049,,1.8483362197875977,,,,,,
4,8099,,1.9295454025268555,,,,,,
4,8149,,1.7118134498596191,,,,,,
4,8199,,1.8120838403701782,,,,,,
4,8249,,1.7430886030197144,,,,,,
4,8299,,1.9565696716308594,,,,,,
4,8349,,1.7895106077194214,,,,,,
4,8399,,1.7880929708480835,,,,,,
4,8449,,1.942894458770752,,,,,,
4,8499,,1.8820695877075195,,,,,,
4,8534,,,2.3041083812713623,0.5791264176368713,5.1719584465026855,2.996443033218384,0.36250436305999756,2.3041083812713623
4,8534,1.855510950088501,,,,,,,
