epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_MASE,val_RMSE,val_SMAPE,val_loss
0,49,,1.9049569368362427,,,,,,
0,99,,1.8380756378173828,,,,,,
0,149,,1.9617242813110352,,,,,,
0,199,,1.8429099321365356,,,,,,
0,249,,1.8675518035888672,,,,,,
0,299,,1.740301251411438,,,,,,
0,349,,1.8113292455673218,,,,,,
0,399,,1.8634309768676758,,,,,,
0,449,,1.8609132766723633,,,,,,
0,499,,1.8902502059936523,,,,,,
0,549,,1.638351559638977,,,,,,
0,599,,1.8927356004714966,,,,,,
0,649,,1.8533369302749634,,,,,,
0,699,,1.9296265840530396,,,,,,
0,749,,1.7633310556411743,,,,,,
0,799,,1.7068458795547485,,,,,,
0,849,,1.7357364892959595,,,,,,
0,899,,1.7604049444198608,,,,,,
0,949,,1.9931226968765259,,,,,,
0,999,,1.8488439321517944,,,,,,
0,1049,,1.9324580430984497,,,,,,
0,1099,,1.7908128499984741,,,,,,
0,1149,,1.8913793563842773,,,,,,
0,1199,,1.946081519126892,,,,,,
0,1249,,1.9648593664169312,,,,,,
0,1299,,1.8082388639450073,,,,,,
0,1349,,1.8352832794189453,,,,,,
0,1399,,1.735364556312561,,,,,,
0,1449,,1.7757233381271362,,,,,,
0,1499,,1.9780187606811523,,,,,,
0,1549,,1.9117461442947388,,,,,,
0,1599,,1.847015380859375,,,,,,
0,1649,,1.8886489868164062,,,,,,
0,1699,,1.892661213874817,,,,,,
0,1706,,,2.253955364227295,0.6018556356430054,5.014415740966797,3.0520637035369873,0.35042890906333923,2.253955364227295
0,1706,1.8967821598052979,,,,,,,
1,1749,,1.8219157457351685,,,,,,
1,1799,,1.927744746208191,,,,,,
1,1849,,1.932517409324646,,,,,,
1,1899,,1.9095287322998047,,,,,,
1,1949,,1.9003936052322388,,,,,,
1,1999,,1.7934774160385132,,,,,,
1,2049,,1.9525794982910156,,,,,,
1,2099,,1.8905521631240845,,,,,,
1,2149,,1.8645864725112915,,,,,,
1,2199,,1.827310562133789,,,,,,
1,2249,,1.8621917963027954,,,,,,
1,2299,,1.8620023727416992,,,,,,
1,2349,,1.739054560661316,,,,,,
1,2399,,1.8340787887573242,,,,,,
1,2449,,2.0255470275878906,,,,,,
1,2499,,1.9265289306640625,,,,,,
1,2549,,1.8912972211837769,,,,,,
1,2599,,1.9358617067337036,,,,,,
1,2649,,1.994063377380371,,,,,,
1,2699,,1.7329648733139038,,,,,,
1,2749,,1.7722958326339722,,,,,,
1,2799,,1.649031639099121,,,,,,
1,2849,,1.7649269104003906,,,,,,
1,2899,,1.8441171646118164,,,,,,
1,2949,,2.008476734161377,,,,,,
1,2999,,1.8310613632202148,,,,,,
1,3049,,1.8814150094985962,,,,,,
1,3099,,1.717401146888733,,,,,,
1,3149,,1.805118441581726,,,,,,
1,3199,,1.8566217422485352,,,,,,
1,3249,,2.117250680923462,,,,,,
1,3299,,1.8026256561279297,,,,,,
1,3349,,1.8656935691833496,,,,,,
1,3399,,1.9390541315078735,,,,,,
1,3413,,,2.366291046142578,0.6075850129127502,5.3071417808532715,3.1419639587402344,0.3644922971725464,2.366291046142578
1,3413,1.86179780960083,,,,,,,
2,3449,,1.9206279516220093,,,,,,
2,3499,,1.809982419013977,,,,,,
2,3549,,1.9049113988876343,,,,,,
2,3599,,1.7616077661514282,,,,,,
2,3649,,1.784201979637146,,,,,,
2,3699,,1.9956798553466797,,,,,,
2,3749,,1.7476882934570312,,,,,,
