epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,1.8894939422607422,,,,,
0,99,,1.7499375343322754,,,,,
0,149,,1.5138601064682007,,,,,
0,199,,1.4452632665634155,,,,,
0,249,,1.5118299722671509,,,,,
0,299,,1.4465440511703491,,,,,
0,349,,1.2856638431549072,,,,,
0,399,,1.370686650276184,,,,,
0,449,,1.4020997285842896,,,,,
0,499,,1.447859764099121,,,,,
0,549,,1.2588615417480469,,,,,
0,599,,1.2162615060806274,,,,,
0,649,,1.3992120027542114,,,,,
0,699,,1.3858757019042969,,,,,
0,749,,1.2413253784179688,,,,,
0,799,,1.221215844154358,,,,,
0,849,,1.1257511377334595,,,,,
0,899,,1.3341201543807983,,,,,
0,949,,1.2585159540176392,,,,,
0,999,,1.300492525100708,,,,,
0,1049,,1.3895207643508911,,,,,
0,1099,,1.2216261625289917,,,,,
0,1149,,1.296911358833313,,,,,
0,1199,,1.2284198999404907,,,,,
0,1249,,1.2163355350494385,,,,,
0,1299,,1.178039789199829,,,,,
0,1349,,1.1916508674621582,,,,,
0,1399,,1.2159433364868164,,,,,
0,1449,,1.1555191278457642,,,,,
0,1499,,1.12834894657135,,,,,
0,1549,,1.114121675491333,,,,,
0,1599,,1.353524088859558,,,,,
0,1649,,1.3395007848739624,,,,,
0,1699,,1.2486110925674438,,,,,
0,1706,,,1.7707220315933228,0.3247964680194855,2.1717276573181152,0.3043026328086853,1.7707220315933228
0,1706,1.3599547147750854,,,,,,
1,1749,,1.1511030197143555,,,,,
1,1799,,1.1426514387130737,,,,,
1,1849,,1.1457271575927734,,,,,
1,1899,,1.1889668703079224,,,,,
1,1949,,1.202069878578186,,,,,
1,1999,,1.191743016242981,,,,,
1,2049,,1.128346562385559,,,,,
1,2099,,1.1805413961410522,,,,,
1,2149,,1.196394681930542,,,,,
1,2199,,1.1770132780075073,,,,,
1,2249,,1.1481093168258667,,,,,
1,2299,,1.0784322023391724,,,,,
1,2349,,1.2458996772766113,,,,,
1,2399,,1.1057243347167969,,,,,
1,2449,,1.20359468460083,,,,,
1,2499,,1.1603405475616455,,,,,
1,2549,,1.0843931436538696,,,,,
1,2599,,1.1966687440872192,,,,,
1,2649,,1.1277655363082886,,,,,
1,2699,,1.1683927774429321,,,,,
1,2749,,1.0952199697494507,,,,,
1,2799,,1.0313315391540527,,,,,
1,2849,,1.0826927423477173,,,,,
1,2899,,1.152860403060913,,,,,
1,2949,,1.1047054529190063,,,,,
1,2999,,1.1822746992111206,,,,,
1,3049,,1.0856226682662964,,,,,
